row.ID,row m/z,row retention time,smiles,NPC.pathway,NPC.superclass,NPC.class,ClassyFire.most.specific.class
2826,179.0341729,4.6585417,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,7-hydroxycoumarins
2829,523.0950455,4.6635747,C(CCO[N+](=O)[O-])COC(=O)C(CSC(=O)CCCO[N+](=O)[O-])NC(=O)CCCO[N+](=O)[O-],Amino acids and Peptides,Small peptides,Tripeptides,Gamma-glutamyl peptides
2830,443.1033528,4.6647,C(C(C(C(C(C=O)N)OP(=O)(O)OCC(C(C(C(C=O)N)O)O)O)O)O)O,Carbohydrates,Saccharides,Disaccharides,Disaccharides
2833,192.0766476,4.6660047,COC(=O)NC1=NC2=CC=CC=C2N1,Alkaloids,Anthranilic acid alkaloids,Quinoline alkaloids,Amino acids and derivatives
2834,259.0806615,4.667841,CC(=O)OC1COC(=CC1OC(=O)C)C(=O)OC,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Shikimic acids and derivatives,Cyclitols and derivatives
2844,461.1264593,4.675337,CC1(C2C(OC=C(C2(C(C1O)O)O)C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoid O-glycosides
2853,325.0903377,4.6816554,C1=CC(=C(C=C1C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
2858,261.1431546,4.686267,CC(C)CC(C(=O)O)NC(=O)CCC(C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Gamma-glutamyl amino acids
2863,160.0503879,4.690193,C1=CC2=NC=CN=C2N=C1C=O,Alkaloids,Anthranilic acid alkaloids,Quinazoline alkaloids,Benzimidazoles
2868,339.1065023,4.6924176,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC=C(C=C2)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acid esters
2870,206.0448753,4.6944666,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,Alkaloids,Anthranilic acid alkaloids,Acridone alkaloids,Quinoline carboxylic acids
2878,365.1040923,4.7017274,C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O,Carbohydrates,Saccharides,Disaccharides,Disaccharides
2891,383.0933138,4.7158456,COC1=CC(=CC(=C1O)OC)C(=O)OC2C(C(C(C(O2)CO)O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Hydrolyzable tannins
2899,259.081425,4.7211666,CC(=O)OCC(C1C(C(C=C(O1)C(=O)OC)O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Shikimic acids and derivatives,Hydroxy acids and derivatives
2901,407.0820854,4.7233753,C1=C(C(=CC(C1O)(C=CC(=O)OC(C(C(C(C(=O)O)O)O)O)C(=O)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acid esters
2904,369.1154401,4.730233,C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoid O-glycosides
2910,507.1003948,4.7334833,NA,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,Hexoses
2913,181.0492739,4.735821,C1=CC(=C(C=C1C=CC(=O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
2915,132.0445016,4.7378073,C1=CC(=CC=C1C=O)C#N,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Benzaldehydes
2920,261.0958529,4.7400613,CC1(C2C(C(C1O)O)C(=COC2O)C(=O)OC)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoids and derivatives
2921,364.160322,4.74091,C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoid O-glycosides
2929,275.077695,4.743183,CN1C(=C(C(=O)NC1=O)N=O)NC(=O)C2=CC=CC=C2,Alkaloids,Pseudoalkaloids,Purine alkaloids,Pyrimidines and pyrimidine derivatives
2931,445.1298599,4.7441835,COC(=O)C1=COC(C2C1C(C(C2CO)O)O)OC3C(C(C(C(O3)CO)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoid O-glycosides
2940,305.0264882,4.749685,C1=CC(=C(C=C1C=CC(=O)OC(C(=O)O)C(=O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
2945,325.091727,4.754317,C1=CC(=C(C=C1C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
2948,163.0387079,4.7576323,C1=CC(=CC2=C(C=C21)C(=O)O)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Coumarins and derivatives
2968,195.0650348,4.778065,COC(=O)C=CC1=CC(=C(C=C1)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
2983,309.1809021,4.7931166,CCCCC(C(=O)O)NC(=O)C(CC(C)C)NC(=O)C,Alkaloids,Lysine alkaloids,Piperidine alkaloids,Amino acids and derivatives
2984,512.1585197,4.7937303,CN(C)CCNC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)NS(=O)(=O)C3=CC=CC=C3)[N+](=O)[O-],Amino acids and Peptides,Small peptides,Tripeptides,Oligopeptides
2987,325.0911837,4.7984595,C1=CC(=C(C=C1C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
2994,318.1547899,4.807676,C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O,Shikimates and Phenylpropanoids,Phenylethanoids (C6-C2),Phenylethanoids,Hexoses
2996,235.1540842,4.809746,C1=CC=C(C=C1)C(=O)NCCCCN=C(N)N,Alkaloids,Ornithine alkaloids,Polyamines,Benzamides
3003,507.1001965,4.8132963,NA,Amino acids and Peptides,Small peptides,Tripeptides,Peptides
3004,325.0920548,4.813977,C1=CC(=C(C=C1C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumarin glycosides
3033,199.0600388,4.8333836,COC1=CC(=CC(=C1O)OC)C(=O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Gallic acid and derivatives
3034,261.0960816,4.8357077,CC1(C(CC2(C1C(OC=C2C(=O)OC)O)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoids and derivatives
3036,445.1296887,4.8370347,COC(=O)C1=COC(C2C1C(C(C2CO)O)O)OC3C(C(C(C(O3)CO)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoid O-glycosides
3041,243.0856285,4.8392124,COC(=O)C1=COC(C2C1C(C=C2CO)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoids and derivatives
3043,361.0892118,4.841384,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC=C(C=C2)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acid esters
3048,383.0946688,4.8471007,COC1=CC(=CC(=C1O)OC)C(=O)OC2C(C(C(C(O2)CO)O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Hydrolyzable tannins
3055,423.1492175,4.8500667,COC(=O)C1=COC(C2C1C(C(C2CO)O)O)OC3C(C(C(C(O3)CO)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoid O-glycosides
3064,137.0594814,4.853474,CC1=CC(=O)C(=CC1=O)C,Polyketides,Cyclic polyketides,Phthalide derivatives,P-benzoquinones
3067,339.1072028,4.855203,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC=C(C=C2)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acid esters
3070,355.1364374,4.856692,C1COC2C1C(C(=C2)CO)COC3C(C(C(C(O3)CO)O)O)O,Terpenoids,Monoterpenoids,Secoiridoid monoterpenoids,Terpene glycosides
3097,321.0843181,4.884922,NA,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,Hexoses
3101,261.0969342,4.891783,CC1(C2C(C(C1O)O)C(=COC2O)C(=O)OC)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoids and derivatives
3106,291.143708,4.8974833,CCC(=O)NN=C(C)C(=NO)C(=O)NC1=CC=CC=C1C,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,Alpha amino acids and derivatives
3108,323.0739383,4.898128,C1=CC=C(C(=C1)C(=O)O)OC2C(C(C(C(O2)CO)O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Phenolic glycosides
3118,439.0546837,4.9064913,C1=CC(=C(C=C1S(=O)(=O)NCC2=NC=C(C=N2)C(=O)NC(C=O)C(=O)O)C(=O)O)O,Amino acids and Peptides,β-lactams,Cephalosporins,N-acyl-alpha amino acids and derivatives
3119,240.0858907,4.907116,COC1=NC(=C(C=C1)C(=O)OC)CC(=O)OC,Alkaloids,Nicotinic acid alkaloids,2-pyrone derivatives,Pyridinones
3131,190.0497723,4.9166455,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,Alkaloids,Anthranilic acid alkaloids,Acridone alkaloids,Quinoline carboxylic acids
3138,224.0915873,4.920404,COC(=O)CNC1=CC=CC=C1C(=O)OC,Alkaloids,Anthranilic acid alkaloids,Anthranillic acid derivatives,Benzene and substituted derivatives
3140,377.0841315,4.9220915,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Quinic acids and derivatives
3153,375.1254395,4.9323053,CCOC1C(C(C(C(O1)COC(=O)CC(C)(CC(=O)O)O)O)O)O,Fatty acids,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Saccharolipids
3156,347.1315472,4.9355054,CC1C(C(C(C(O1)OC2C(C(C(OC2OC)C)O)O)O)O)O,Fatty acids,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Saccharolipids
3158,325.0918695,4.936799,C1=CC=C(C(=C1)C=CC(=O)O)OC2C(C(C(C(O2)C=O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
3159,323.0727242,4.9376755,C1=CC=C(C(=C1)C(=O)O)OC2C(C(C(C(O2)CO)O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Phenolic glycosides
3161,195.0650782,4.93872,COC(=O)C=CC1=CC(=C(C=C1)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
3168,385.0431577,4.949908,CN1C=NC2=C(C1=O)N=CN2C3C(C(C(O3)CO)O)OS(=O)(=O)O,Amino acids and Peptides,Small peptides,Cephalosporins,Alpha amino acids
3170,163.038827,4.9538026,C1=CC(=CC2=C(C=C21)C(=O)O)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Coumarins and derivatives
3177,347.1299994,4.9626465,CC1(OC(C(O1)COC2C(C(C(C(O2)CO)O)O)O)CO)C,Fatty acids,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Saccharolipids
3186,447.148267,4.9738946,CC(=O)OCC1=CC(C2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Terpene glycosides
3191,379.0635518,4.9771857,C1=CC(=CC=C1C=CC(=O)OC(C(C(C(C(=O)O)O)O)O)C(=O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acid esters
3192,235.1554563,4.978049,C1=CC=C(C=C1)C(=O)NCCCCN=C(N)N,Alkaloids,Ornithine alkaloids,Polyamines,Benzamides
3193,240.0865816,4.978289,CC1=C(N(C(=C1C=O)C(=O)OC)C)C(=O)OC,Alkaloids,Tryptophan alkaloids,2-pyrone derivatives,Pyridinecarboxylic acids and derivatives
3195,409.0742104,4.9815536,COC1=C(C=CC(=C1)C=CC(=O)OC(C(C(C(C(=O)O)O)O)O)C(=O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,O-glucuronides
3199,295.127789,4.982217,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Dipeptides
3204,235.1543024,4.984753,C1=CC=C(C=C1)C(=O)NCCCCN=C(N)N,Alkaloids,Ornithine alkaloids,Polyamines,Benzamides
3207,275.0772922,4.987373,C1=CC=C(C=C1)C(=O)NNC(=O)C2=CC(=O)NC(=O)N2,Alkaloids,Pseudoalkaloids,pteridine alkaloids,Alpha amino acids and derivatives
3208,307.1756478,4.9879017,COC1=C(C=CC(=C1)C=CC(=O)NCCCCN=C(N)N)O,Amino acids and Peptides,Phenylpropanoids (C6-C3),Cinnamic acid amides,Hydroxycinnamic acids and derivatives
3229,141.0885869,5.0062666,CCOCCCCO,Fatty acids,Fatty acyls,Fatty alcohols,Fatty Acyls
3243,265.1548967,5.014867,COC1=C(C=CC(=C1)C=CC(=O)NCCCCN)O,Alkaloids,Ornithine alkaloids,Polyamines,Amino acids and derivatives
3246,177.0541421,5.0163465,COC1=CC=CC2=C1OC(=C2)C=O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Coumarins and derivatives
3251,190.0493096,5.0258164,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,Alkaloids,Anthranilic acid alkaloids,Acridone alkaloids,Quinoline carboxylic acids
3252,292.1851701,5.025883,NA,Amino acids and Peptides,Small peptides,Polyamines,Alpha amino acids and derivatives
3254,181.0491985,5.0270667,C1=CC(=C(C=C1C=CC(=O)O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Cinnamic acids and derivatives,1-hydroxy-2-unsubstituted benzenoids
3258,347.1311379,5.031619,CC1(OC(C(O1)COC2C(C(C(C(O2)CO)O)O)O)CO)C,Fatty acids,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Saccharolipids
3259,199.0574878,5.0329576,CN(C)S(=O)(=O)N(C)CCS,Alkaloids,Ornithine alkaloids,Polyamines,Sulfenyl compounds
3260,348.1059274,5.033167,C1=CN(C=C1)C2=CC=CC(=C2)NC(=O)CCN3C=C(C=N3)[N+](=O)[O-],Alkaloids,Histidine alkaloids,Imidazole alkaloids,Nitroaromatic compounds
3264,291.1800327,5.035733,CN=C(N)NCCCCNC(=O)C=CC1=CC=C(C=C1)O,Alkaloids,Ornithine alkaloids,Polyamines,Coumaric acids and derivatives
3267,611.1601284,5.0367417,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,Flavonoid-3-O-glycosides
3271,294.1644175,5.03881,NA,Amino acids and Peptides,Small peptides,Aminoacids,Alpha amino acids
3276,139.0390138,5.041629,C1=CC=C(C(=C1)C(=O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Benzoyl derivatives
3278,305.0656639,5.045136,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Dihydroflavonols,Flavanonols
3286,185.0774256,5.051825,CS(=O)CCSCCN,Fatty acids,Fatty acyls,Polyamines,Sulfenyl compounds
3295,307.0423391,5.0608,COOC(C(C(=O)O)OC(=O)C1=CC=CC=C1)C(=O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
3300,146.0602384,5.0624833,C1=CC=C2C(=C1)C(=O)C=CN2,Alkaloids,Anthranilic acid alkaloids,Acridone alkaloids,Benzenoids
3302,669.2405999,5.063367,C1CN(CCN1C2=NC(=N)N=C(N2C3=CC=CC=C3)C4=CC=C(C=C4)[N+](=O)[O-])C5=NC(=N)N=C(N5C6=CC=CC=C6)C7=CC=C(C=C7)[N+](=O)[O-],Amino acids and Peptides,Small peptides,Tripeptides,Oligopeptides
3304,287.1586463,5.0651083,CC(=O)CCC(=O)NCCCCC(C(=O)O)NC(=O)C,Amino acids and Peptides,Small peptides,Dipeptides,N-acyl-alpha amino acids
3307,339.0475871,5.0678024,C1=CC(=CC=C1C(=O)O)OC2C(C(C(C(O2)CO)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acid esters
3312,307.1753684,5.071419,COC1=C(C=CC(=C1)C=CC(=O)NCCCCN=C(N)N)O,Amino acids and Peptides,Phenylpropanoids (C6-C3),Cinnamic acid amides,Hydroxycinnamic acids and derivatives
3325,655.350991,5.0809,CC1=CC=C(C=C1)CNC2=NC(=NC(=N2)NCCC(C)C)NCCCCCCNS(=O)(=O)C3=CC=CC4=C3C=CC=C4N(C)C,Amino acids and Peptides,Small peptides,Tripeptides,Peptides
3326,469.1313336,5.083938,CC(=O)OCC1=CC(C2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoid O-glycosides
3342,149.0953549,5.095,CC1=CC(=C)C(=O)C(=C1C)C,Terpenoids,Monoterpenoids,Menthane monoterpenoids,Prenol lipids
3346,155.0330378,5.0985165,C1=CC(=C(C=C1O)C(=O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Salicylic acids
3347,309.0564966,5.0988364,C(C(C(=O)O)NC(C(=O)O)C(=O)O)NC(C(=O)O)C(=O)O,Carbohydrates,Nucleosides,Pyrimidine nucleos(t)ides,Pyrimidine nucleosides
3358,245.1009139,5.10665,CC1(CC(C2C1C(OC=C2C(=O)OC)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoids and derivatives
3360,291.0459497,5.1076665,CC1=C(C(=NN1C2=C(C=C(C=N2)[N+](=O)[O-])[N+](=O)[O-])C)[N+](=O)[O-],Carbohydrates,Nucleosides,Pyrimidine nucleos(t)ides,Alpha amino acids and derivatives
3361,371.026451,5.1076665,C(C1C(C(C(C(O1)OC(CO)C(=O)O)O)O)OS(=O)(=O)O)O,Alkaloids,Pseudoalkaloids,Azo and Azoxy alkaloids,Nitrobenzenes
3365,190.0498557,5.109941,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,Alkaloids,Anthranilic acid alkaloids,Acridone alkaloids,Quinoline carboxylic acids
3371,227.0903365,5.1118665,COC(=O)C1=COC(C2C1CC=C2CO)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoids and derivatives
3373,611.1605847,5.1122103,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Anthocyanidins,Anthocyanins
3380,292.1722077,5.1155334,COC(=O)C(C(C(=O)NCCNCCNCC[NH])O)O,Alkaloids,Ornithine alkaloids,Polyamines,Alpha amino acids
3384,395.0611413,5.1179667,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC(C(O)O)(O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,3'-hydroxyflavonoids
3387,217.1543433,5.1191716,CCCCCNC(=O)CCC(C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Alpha amino acids
3392,407.1527277,5.123809,NA,Carbohydrates,Nucleosides,Purine nucleos(t)ides,Glycosylamines
3394,327.086289,5.1277165,COC1=C(C=CC(=C1)C=C2C(=O)C3=C(O2)C=CC(=C3)C(=O)OC)O,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,Benzene and substituted derivatives
3397,495.2966796,5.128379,C1=CC(=CC=C1C=CC(=O)NCCCN(CCCCNCCCN)C(=O)C=CC2=CC=C(C=C2)O)O,Alkaloids,Ornithine alkaloids,Polyamines,Amino acids and derivatives
3406,355.1026041,5.1338334,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Quinic acids and derivatives
3416,169.0251015,5.1488833,C1(=S)NN=C(N1N)NN,Alkaloids,Pseudoalkaloids,pteridine alkaloids,Azoles
3421,349.0894961,5.150589,C1=CC=C(C(=C1)C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Phenolic glycosides
3424,333.0855038,5.151875,NA,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,Hexoses
3433,181.0495456,5.160596,C1=CC(=C(C=C1C=CC(=O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
3437,355.100502,5.1636667,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Quinic acids and derivatives
3438,377.0823022,5.164133,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,Carbohydrates,Nucleosides,Purine nucleos(t)ides,Purine nucleosides
3439,245.1018124,5.1650286,COC(=O)C1CC(C(C1)C(=O)OC)C(=O)OC,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoids and derivatives
3440,445.1306145,5.1658134,COC(=O)C1=COC(C2C1C(C(C2CO)O)O)OC3C(C(C(C(O3)CO)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoid O-glycosides
3441,377.084021,5.1665707,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Quinic acids and derivatives
3442,227.0912311,5.1670218,COC(=O)C1=COC(C2C1CC=C2CO)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoids and derivatives
3449,289.0305926,5.1730065,C1=CC(=CC=C1C=CC(=O)OC(C(=O)O)C(=O)O)O,Shikimates and Phenylpropanoids,Small peptides,Cinnamic acids and derivatives,N-acyl-alpha amino acids
3450,265.1434877,5.1733127,CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C,Terpenoids,Sesquiterpenoids,Eremophilane sesquiterpenoids,Sesquiterpenoids
3456,265.1540556,5.1777925,COC1=C(C=CC(=C1)C=CC(=O)NCCCCN)O,Alkaloids,Ornithine alkaloids,Polyamines,Amino acids and derivatives
3459,362.1443954,5.1816664,COC1C(CC(C(=CC#N)C1O)OC2C(C(C(C(O2)CO)O)O)O)O,Amino acids and Peptides,Amino acid glycosides,Cyanogenic glycosides,Hexoses
3462,295.1277729,5.183533,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Gamma-glutamyl amino acids
3470,607.1841266,5.1895857,NA,Carbohydrates,Saccharides,Disaccharides,Oligosaccharides
3472,135.0435679,5.1902833,[CH]C1=CC=CC=C1C(=O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Shikimic acids and derivatives,Hydroquinones
3485,325.0901596,5.201783,C1=CC(=C(C=C1C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Hydroxycinnamic acid glycosides
3497,265.1548707,5.209128,COC1=C(C=CC(=C1)C=CC(=O)NCCCCN)O,Alkaloids,Ornithine alkaloids,Polyamines,Amino acids and derivatives
3499,337.0346199,5.2117667,C1=CC2=C(C3=C1C4=C(C=C3)C(=C(C=C4)C(=O)O)C(=O)O)C(=O)OC2=O,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Anthracenecarboxylic acids
3503,333.0838035,5.2160583,NA,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,Alkylglucosinolates
3504,177.054413,5.2167053,COC1=C(C=CC(=C1)C=CC(=O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
3506,287.1603179,5.2173615,C1CCC(CC1)CC(C(=O)O)NC(=O)C(CC(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,Alpha amino acids
3509,369.0608079,5.2193165,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Anthracenecarboxylic acids
3516,349.0883515,5.2252707,C1=CC=C(C(=C1)C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Phenolic glycosides
3519,287.1586785,5.2272,C1CCC(C1)(CC(=O)NC(CCCC(=O)O)C(=O)O)N,Amino acids and Peptides,Small peptides,Dipeptides,N-acyl-alpha amino acids
3530,399.1259816,5.2330375,CC1C(CC2C1C(OC=C2C(=O)O)OC3C(C(C(C(O3)CO)O)O)O)O,Terpenoids,Monoterpenoids,Secoiridoid monoterpenoids,Iridoid O-glycosides
3541,309.057444,5.237111,C(C(C(=O)O)NC(C(=O)O)C(=O)O)NC(C(=O)O)C(=O)O,Carbohydrates,Nucleosides,Pyrimidine nucleos(t)ides,Pyrimidine nucleosides
3551,155.0334289,5.248542,C1=CC(=C(C=C1O)C(=O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Salicylic acids
3553,291.0465943,5.2487164,C(C(C(=O)O)NC(C(=O)O)C(=O)O)NC(C(=O)O)C(=O)O,Carbohydrates,Nucleosides,Pyrimidine nucleos(t)ides,Pyrimidine nucleosides
3559,361.0919465,5.250687,C1=CC(=C(C=C1CC(C(=O)OC(CC2=CC(=C(C=C2)O)O)C(=O)O)O)O)O,Shikimates and Phenylpropanoids,Lignans,Cinnamic acids and derivatives,"Lignans, neolignans and related compounds"
3560,184.1686456,5.250817,CCC(=O)CCCN1CCCCC1,Alkaloids,Lysine alkaloids,Piperidine alkaloids,Piperidines
3561,321.0600302,5.2513266,C1=C(C=C(C(=C1O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Dihydroflavonols,4'-hydroxyflavonoids
3562,333.0854822,5.2517366,NA,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,Hexoses
